winner,time,player_0_species,player_0_APM,player_0_attack,player_0_Ability,player_0_buildings,player_0_worker,player_0_nonworker,player_1_species,player_1_APM,player_1_attack,player_1_Ability,player_1_buildings,player_1_worker,player_1_nonworker
0,8.2,Z,143.0,7,47,6,9,7,P,110.0,1,41,17,15,2
0,5.32,P,122.0,2,34,6,16,4,Z,78.0,1,24,4,6,7
0,9.98,T,85.0,2,43,16,5,6,P,97.0,3,43,16,14,6
1,9.98,Z,111.0,6,56,16,11,10,P,77.0,2,47,16,18,4
0,6.28,P,58.0,4,28,11,4,4,T,80.0,4,21,6,5,5
1,9.98,P,62.0,9,35,12,3,5,T,58.0,0,60,16,7,15
0,7.97,T,177.0,18,104,17,27,19,P,89.0,6,54,15,18,5
0,10.83,T,87.0,5,49,17,11,7,P,115.0,5,64,22,18,7
0,9.93,T,104.0,4,57,17,9,10,T,120.0,19,76,13,14,11
0,9.98,T,125.0,8,96,21,21,13,P,97.0,10,48,7,13,8
0,9.97,T,100.0,9,59,13,11,11,Z,85.0,6,37,10,5,10
1,10.13,T,93.0,8,88,19,31,11,Z,128.0,2,86,14,20,24
1,0.48,P,42.0,0,0,0,0,0,T,100.0,0,2,1,1,0
0,9.98,Z,122.0,3,73,19,12,15,Z,77.0,4,66,16,14,18
1,9.98,T,170.0,23,112,18,22,14,T,162.0,35,113,19,24,10
1,9.98,P,115.0,9,77,15,26,9,T,225.0,19,113,24,20,15
0,7.77,T,90.0,8,34,9,6,1,Z,79.0,0,44,3,16,15
1,7.85,Z,89.0,5,40,6,11,12,P,88.0,3,38,13,14,5
1,8.55,Z,148.0,8,51,8,8,20,Z,108.0,15,61,5,9,22
1,8.47,T,183.0,4,83,16,21,3,Z,187.0,3,66,13,20,14
1,9.93,Z,69.0,0,46,7,10,15,Z,62.0,0,51,12,14,11
0,7.67,T,121.0,16,74,12,13,6,P,181.0,7,49,14,10,6
0,9.98,P,82.0,3,35,13,11,2,T,119.0,0,20,9,1,8
1,3.88,P,117.0,14,34,6,8,4,T,186.0,15,39,5,9,5
0,7.18,Z,109.0,4,36,5,10,10,Z,76.0,3,31,4,11,6
0,6.1,Z,130.0,7,41,7,12,8,P,103.0,0,32,7,13,4
0,5.53,P,178.0,1,30,8,14,3,T,106.0,0,29,10,5,8
0,9.98,P,130.0,10,68,19,18,1,T,101.0,15,90,23,14,9
1,7.85,Z,171.0,7,60,6,24,14,P,174.0,4,55,17,19,6
1,9.9,T,85.0,0,39,15,9,3,Z,112.0,0,49,14,15,9
1,9.0,Z,73.0,7,41,4,5,16,P,122.0,20,60,11,14,5
0,4.28,T,70.0,1,24,5,7,4,Z,207.0,1,16,1,6,5
0,10.53,Z,132.0,15,61,6,9,16,Z,149.0,19,68,7,10,23
1,9.13,T,127.0,6,77,15,18,12,P,150.0,9,82,16,37,4
0,3.07,Z,211.0,0,11,3,3,4,T,142.0,0,16,4,8,1
0,9.57,P,182.0,15,85,22,24,5,Z,132.0,0,66,10,23,17
0,9.98,T,49.0,0,31,13,5,3,P,48.0,4,17,6,2,4
1,9.98,Z,82.0,9,31,6,7,5,P,115.0,14,67,15,15,7
0,9.97,T,113.0,28,80,16,18,8,P,50.0,1,29,15,8,1
0,4.8,P,34.0,0,21,7,6,5,Z,25.0,0,1,0,1,0
1,9.98,T,63.0,4,67,18,8,9,T,99.0,1,70,16,17,15
0,9.98,Z,156.0,9,51,7,13,12,T,95.0,22,85,18,19,5
0,5.05,Z,126.0,3,19,4,4,7,Z,54.0,0,17,3,5,8
0,4.48,P,42.0,0,12,8,0,1,T,77.0,3,17,5,6,1
0,2.1,P,94.0,0,12,8,4,0,T,100.0,0,11,4,5,0
0,7.05,Z,122.0,1,36,5,14,6,P,103.0,0,28,11,10,2
0,1.13,Z,143.0,0,3,1,2,0,T,83.0,0,4,2,2,0
0,5.68,P,143.0,16,43,8,10,4,T,85.0,3,34,7,9,2
0,7.05,T,160.0,13,67,15,16,4,Z,82.0,1,45,10,18,11
0,6.63,T,75.0,2,25,12,6,1,T,94.0,3,34,9,8,8
1,9.98,Z,177.0,19,99,14,28,15,T,174.0,31,104,17,11,7
0,9.97,T,113.0,15,89,14,15,8,Z,139.0,10,62,9,13,18
1,9.98,Z,132.0,1,85,19,25,18,P,151.0,18,90,23,28,9
0,8.7,P,181.0,0,46,20,10,5,T,139.0,5,44,11,4,11
1,7.72,P,87.0,3,46,16,12,3,Z,182.0,13,84,10,23,12
1,8.7,Z,92.0,1,47,8,19,11,T,114.0,19,79,14,13,10
1,9.98,T,109.0,11,96,19,10,29,P,89.0,11,78,18,24,7
1,9.98,Z,126.0,15,78,17,13,11,T,94.0,18,98,20,17,2
1,3.42,Z,60.0,0,10,2,5,1,Z,92.0,1,19,4,7,4
1,8.67,Z,143.0,11,59,3,9,29,Z,160.0,6,50,10,8,16
1,5.2,Z,67.0,0,22,5,10,4,T,118.0,1,27,10,7,2
1,9.75,P,187.0,3,54,17,14,5,P,132.0,1,64,21,15,4
1,9.98,Z,123.0,11,57,7,17,18,T,106.0,14,90,14,17,14
0,5.77,P,99.0,1,35,10,15,4,Z,184.0,0,31,7,13,7
1,9.98,T,82.0,8,44,10,10,8,T,85.0,14,53,14,9,3
0,3.8,T,140.0,7,28,6,8,1,Z,54.0,0,16,1,5,7
1,5.45,T,156.0,9,37,11,7,1,P,30.0,0,15,7,5,1
1,9.95,P,101.0,0,50,16,15,12,Z,91.0,0,47,13,9,10
1,9.98,Z,104.0,10,54,5,12,13,T,93.0,28,66,11,6,11
1,8.83,Z,94.0,7,62,14,14,9,T,126.0,14,74,18,15,10
1,2.45,P,199.0,0,14,6,8,0,T,111.0,0,8,2,3,1
1,6.62,Z,146.0,13,46,4,11,11,Z,211.0,4,40,5,15,11
1,10.9,T,129.0,12,73,9,19,6,T,136.0,10,74,6,17,9
1,7.98,P,103.0,0,35,12,11,4,Z,79.0,0,39,9,11,9
0,9.98,T,171.0,24,108,17,25,13,P,215.0,17,93,25,28,12
1,7.48,P,179.0,14,77,15,24,3,Z,221.0,22,86,6,21,11
1,7.65,P,84.0,10,42,11,8,2,T,113.0,4,55,14,18,7
1,3.02,P,74.0,0,7,4,3,0,T,76.0,0,15,5,6,0
0,6.27,T,113.0,0,33,10,7,6,P,73.0,0,25,11,5,4
1,3.98,P,66.0,0,16,7,7,2,T,60.0,0,19,8,4,2
0,9.73,P,110.0,1,18,9,4,2,Z,78.0,0,35,6,10,12
1,9.98,Z,146.0,17,79,11,15,20,P,130.0,26,110,19,30,9
1,9.97,Z,77.0,0,38,6,11,15,T,169.0,13,88,18,19,7
0,9.72,Z,75.0,6,50,10,10,9,P,126.0,2,40,14,9,8
0,9.98,T,92.0,2,39,19,7,3,Z,66.0,0,38,9,15,10
0,3.32,Z,105.0,1,11,3,4,3,Z,123.0,1,15,2,5,4
0,0.53,Z,81.0,0,2,0,2,0,P,126.0,0,0,0,0,0
1,9.97,P,54.0,0,37,13,10,6,P,55.0,0,31,15,9,6
0,6.35,P,54.0,0,35,10,10,6,P,42.0,0,12,6,6,0
1,10.4,T,123.0,7,84,19,14,14,T,97.0,12,94,19,20,11
1,7.85,P,73.0,4,37,9,13,8,T,134.0,17,66,10,16,5
0,9.98,T,174.0,25,95,16,22,7,Z,95.0,19,74,9,19,14
0,8.57,T,102.0,4,46,11,13,2,Z,109.0,3,41,10,10,9
1,5.32,T,108.0,2,24,6,7,3,T,69.0,5,29,8,5,5
0,5.18,T,150.0,5,37,10,10,3,P,197.0,11,40,8,10,3
0,7.87,T,99.0,1,58,18,17,9,Z,66.0,5,47,9,14,12
1,7.63,P,91.0,12,53,12,16,4,T,198.0,9,67,14,16,14
0,9.98,Z,82.0,13,74,9,17,13,T,129.0,3,47,17,6,3
1,9.98,T,132.0,7,79,21,13,10,T,68.0,2,77,17,16,18
0,7.65,P,126.0,16,61,12,16,4,Z,121.0,9,49,10,14,6
0,8.25,T,134.0,2,75,16,25,5,P,118.0,15,70,20,15,5
0,6.72,T,89.0,0,31,7,14,3,P,140.0,0,29,12,8,5
1,3.33,Z,134.0,0,16,3,8,2,T,162.0,0,18,7,9,0
1,9.98,P,157.0,28,130,25,32,9,T,165.0,21,124,24,36,11
0,9.98,T,179.0,14,79,15,12,8,T,110.0,18,89,15,28,7
0,8.62,Z,115.0,17,60,6,13,16,T,139.0,17,58,14,10,6
0,2.97,Z,105.0,0,8,1,5,1,Z,71.0,0,7,2,2,2
1,2.22,T,106.0,0,11,3,6,1,T,99.0,0,10,4,6,0
1,4.72,P,94.0,3,33,10,11,5,P,52.0,0,21,9,8,4
0,5.33,P,102.0,6,42,6,20,3,T,169.0,4,32,12,8,2
0,9.98,Z,62.0,7,54,5,16,11,P,110.0,18,87,14,16,6
0,9.97,Z,119.0,4,66,17,19,14,P,104.0,0,48,20,15,6
0,9.98,P,96.0,7,55,12,11,11,Z,92.0,7,53,10,17,7
1,7.6,P,131.0,4,37,15,15,3,T,126.0,2,67,16,14,9
1,8.57,T,146.0,10,74,17,12,6,Z,125.0,8,72,10,17,15
1,10.35,T,126.0,29,123,19,18,12,Z,100.0,21,78,11,21,9
1,9.95,Z,130.0,3,58,11,14,14,T,103.0,4,70,25,16,13
1,10.95,T,141.0,25,81,12,17,9,T,120.0,22,106,18,15,17
0,8.4,T,136.0,39,96,10,17,4,Z,163.0,10,72,13,18,16
0,9.98,Z,128.0,12,107,13,26,26,T,145.0,22,106,15,18,8
0,9.98,T,168.0,27,91,16,12,6,T,143.0,32,81,13,9,7
0,3.25,T,97.0,0,10,3,5,1,T,154.0,0,15,5,7,1
1,7.95,P,137.0,2,48,16,15,7,T,166.0,16,74,18,17,8
0,2.45,P,37.0,0,7,3,4,0,T,82.0,0,10,3,6,0
0,6.23,T,171.0,9,51,13,11,7,Z,81.0,4,33,3,11,7
1,1.33,T,104.0,0,5,2,2,0,Z,90.0,0,5,1,3,1
0,7.28,T,125.0,17,46,8,12,2,T,116.0,24,61,11,10,2
0,3.75,P,77.0,0,11,3,4,3,T,55.0,0,19,6,8,0
1,3.95,T,69.0,1,14,3,5,2,P,50.0,0,15,11,2,1
0,3.77,P,73.0,1,17,4,11,1,T,90.0,0,12,4,4,2
1,7.62,Z,108.0,13,57,11,11,9,P,248.0,10,73,11,21,7
0,6.25,T,86.0,8,30,10,7,2,Z,92.0,4,31,7,6,8
0,6.72,P,151.0,12,47,10,13,2,P,109.0,14,43,10,14,3
0,10.45,T,119.0,7,80,14,23,10,T,150.0,32,99,16,17,7
0,5.38,Z,66.0,1,25,5,10,5,T,86.0,0,21,8,8,2
1,8.15,T,115.0,2,69,19,18,6,P,136.0,19,73,12,20,5
1,4.53,Z,127.0,1,16,3,4,6,T,94.0,1,23,8,7,3
0,9.98,Z,75.0,3,40,12,6,8,T,112.0,5,80,16,22,6
0,4.42,P,104.0,3,26,7,9,2,P,125.0,6,34,8,14,4
0,4.25,P,65.0,0,22,9,10,0,P,136.0,0,20,9,8,1
0,6.78,T,84.0,7,47,13,11,6,T,100.0,6,42,11,10,6
0,8.98,Z,89.0,3,50,9,18,8,P,102.0,2,41,15,19,4
0,9.98,Z,84.0,10,69,15,14,12,Z,70.0,16,71,6,14,21
1,4.98,P,49.0,0,21,8,7,3,T,66.0,0,24,9,7,3
0,9.98,T,108.0,5,68,12,8,10,P,94.0,12,49,13,10,6
1,9.98,Z,184.0,37,114,6,22,32,Z,153.0,23,96,6,22,32
1,2.33,P,169.0,2,15,6,5,0,P,144.0,8,19,2,9,0
0,9.98,Z,124.0,0,67,11,22,16,T,128.0,5,67,18,15,9
0,5.42,P,107.0,7,36,10,9,6,Z,167.0,2,26,4,10,8
0,7.63,T,121.0,12,57,8,15,6,T,180.0,29,101,12,18,9
1,3.9,T,168.0,0,22,6,9,1,P,88.0,1,14,6,3,2
1,5.55,P,73.0,4,29,6,8,6,P,95.0,1,25,6,10,3
0,10.47,T,143.0,24,111,21,25,6,T,127.0,10,101,24,15,11
0,7.42,T,156.0,12,52,14,9,9,P,154.0,46,83,13,9,3
0,3.15,Z,107.0,2,14,4,4,3,T,141.0,3,18,6,4,3
1,4.6,T,172.0,4,32,8,12,2,P,149.0,3,32,12,9,1
1,9.72,P,118.0,4,53,11,18,4,Z,114.0,14,77,14,9,20
0,7.8,T,70.0,2,39,18,3,5,T,63.0,0,34,13,7,4
0,6.43,T,151.0,4,44,15,12,3,T,119.0,0,27,9,4,1
0,9.97,P,141.0,0,49,16,13,8,P,94.0,3,45,14,14,7
0,9.97,Z,73.0,12,64,9,15,15,P,76.0,0,39,18,6,5
0,7.12,T,127.0,7,50,11,14,5,P,84.0,4,24,8,6,2
1,3.67,Z,64.0,0,13,2,5,5,T,112.0,0,17,7,5,1
1,2.9,T,109.0,0,7,2,3,0,Z,54.0,0,7,3,1,3
0,9.98,T,95.0,13,77,20,12,16,Z,67.0,0,34,7,6,8
1,6.63,P,129.0,5,37,9,8,5,T,171.0,9,50,9,13,5
1,6.37,Z,69.0,5,26,3,7,7,Z,77.0,7,29,6,3,9
0,8.55,Z,93.0,0,45,6,15,16,P,60.0,0,24,9,9,2
0,9.98,P,109.0,15,79,20,18,7,T,175.0,4,85,19,16,18
0,4.32,T,77.0,0,15,6,2,2,P,93.0,0,19,6,10,1
0,10.93,T,88.0,13,83,15,18,10,Z,118.0,11,86,15,22,19
1,9.98,P,64.0,5,40,13,16,4,P,110.0,6,41,13,9,4
1,10.95,T,91.0,5,65,21,13,10,P,54.0,7,64,20,13,7
1,9.98,T,126.0,2,91,22,20,14,P,70.0,10,68,25,14,5
0,9.98,P,72.0,2,59,17,18,10,T,124.0,5,52,15,6,10
1,4.38,Z,101.0,2,19,4,3,8,Z,32.0,0,16,4,4,5
1,9.02,Z,174.0,19,89,15,17,18,T,162.0,21,85,17,17,10
1,7.32,Z,260.0,21,105,12,28,18,P,178.0,11,107,13,24,7
0,8.98,T,51.0,12,52,12,7,9,T,42.0,10,27,7,5,4
1,9.8,P,125.0,0,51,16,18,4,P,124.0,1,36,14,6,2
0,9.23,T,121.0,21,75,14,14,2,P,178.0,16,79,19,21,6
0,6.77,Z,90.0,6,32,5,9,8,P,70.0,6,43,9,15,5
1,10.12,Z,107.0,4,74,15,19,10,P,132.0,8,81,19,20,8
1,9.12,T,164.0,5,82,12,25,4,Z,164.0,2,61,9,18,10
1,4.83,P,131.0,0,22,8,7,2,Z,118.0,1,22,5,9,5
1,4.37,T,185.0,21,40,3,11,0,Z,164.0,1,21,3,11,4
1,3.35,T,154.0,0,15,5,6,2,T,52.0,0,15,6,5,2
0,4.75,T,125.0,0,23,10,9,2,T,101.0,0,20,9,2,2
0,9.98,T,105.0,3,83,18,17,10,Z,67.0,10,56,7,15,11
0,2.92,P,172.0,1,15,3,7,1,Z,82.0,0,7,2,4,1
1,5.23,Z,121.0,10,24,1,3,8,Z,179.0,6,32,3,8,10
1,9.93,T,59.0,4,53,19,6,14,P,55.0,0,36,17,9,2
0,10.78,P,107.0,10,65,23,14,6,T,102.0,3,70,19,4,15
1,1.33,P,26.0,0,6,1,5,0,P,48.0,0,5,3,2,0
1,6.87,P,165.0,4,50,15,7,6,P,203.0,18,62,12,21,4
0,9.98,P,109.0,11,70,17,21,7,T,174.0,11,64,10,10,12
1,8.95,Z,109.0,7,51,13,12,10,T,131.0,6,52,10,14,9
0,3.05,T,140.0,0,20,7,7,1,T,41.0,0,8,4,2,0
1,4.02,Z,35.0,1,15,3,4,3,T,108.0,1,18,4,2,5
0,9.98,Z,95.0,21,69,9,12,14,T,142.0,42,102,19,12,14
0,7.38,P,95.0,4,37,12,11,3,T,127.0,3,36,10,7,7
1,6.8,Z,94.0,0,27,5,7,6,T,110.0,0,41,12,9,8
0,8.0,T,99.0,0,44,14,10,9,P,37.0,0,35,15,14,3
1,7.4,Z,168.0,10,59,6,14,17,Z,245.0,15,70,8,21,15
0,9.98,T,119.0,34,116,19,27,2,Z,127.0,13,82,8,16,24
1,5.97,P,219.0,22,68,9,16,3,T,175.0,9,51,8,17,3
1,9.93,T,92.0,8,59,16,8,10,T,99.0,10,66,17,12,11
1,5.95,Z,169.0,1,40,7,17,6,P,126.0,9,49,11,18,4
0,5.38,Z,212.0,14,57,5,10,8,Z,95.0,12,31,3,7,7
1,9.37,Z,162.0,17,81,6,14,14,T,168.0,41,114,16,16,9
0,10.9,Z,108.0,1,76,16,13,30,T,96.0,2,83,19,18,13
1,6.92,T,104.0,9,44,14,6,7,T,51.0,2,41,14,14,4
0,4.58,Z,168.0,2,18,4,5,4,T,114.0,0,22,7,7,2
0,9.98,T,85.0,7,64,19,12,11,T,218.0,11,48,16,6,3
1,6.72,P,91.0,7,33,13,9,2,Z,179.0,7,50,10,14,9
1,9.98,Z,206.0,38,84,5,9,23,T,113.0,42,115,11,20,3
1,6.32,T,138.0,4,46,10,15,9,T,143.0,9,55,10,16,5
0,9.98,Z,99.0,2,45,10,11,12,P,70.0,5,45,17,11,4
0,5.68,P,154.0,0,24,10,9,2,Z,83.0,8,45,6,11,11
1,8.67,Z,134.0,9,52,6,11,12,Z,130.0,3,45,6,10,16
1,4.05,T,129.0,5,20,4,5,0,P,72.0,3,15,4,5,2
0,9.95,Z,72.0,8,48,11,12,9,T,94.0,20,71,21,11,9
0,9.98,T,108.0,13,90,22,24,12,P,161.0,13,110,21,33,13
1,10.37,T,39.0,0,31,15,3,3,T,41.0,0,38,21,10,1
1,9.98,T,150.0,23,94,21,11,7,T,125.0,20,91,20,18,15
0,9.98,P,207.0,18,90,15,15,8,P,116.0,45,89,12,8,8
0,9.98,Z,125.0,9,69,11,15,14,T,150.0,19,112,17,25,20
0,9.98,Z,179.0,10,87,14,23,13,T,177.0,47,126,21,17,6
1,5.3,Z,95.0,15,32,1,9,7,Z,105.0,9,30,2,6,7
1,9.97,T,79.0,9,85,20,17,9,Z,110.0,12,78,12,13,20
1,7.12,T,84.0,5,33,4,11,6,P,51.0,1,28,17,8,0
0,8.73,P,122.0,4,35,8,13,2,P,93.0,0,24,13,6,2
1,9.98,P,72.0,1,44,18,11,5,P,114.0,1,44,18,13,5
1,9.98,T,174.0,2,64,21,13,11,Z,59.0,2,45,7,15,8
0,0.55,Z,33.0,0,2,0,1,1,P,258.0,1,2,0,1,0
0,7.05,Z,110.0,6,45,5,11,10,Z,76.0,6,44,8,8,12
1,8.1,P,94.0,4,44,18,7,4,Z,97.0,6,43,5,13,8
1,9.58,T,147.0,49,129,15,18,5,Z,153.0,13,85,11,27,14
0,8.77,T,122.0,1,34,10,8,3,T,99.0,0,40,11,7,6
0,9.43,T,119.0,34,98,15,17,6,T,111.0,50,107,18,11,5
0,9.98,T,197.0,7,92,19,19,12,P,62.0,13,55,18,7,9
0,7.52,Z,118.0,0,37,5,14,8,P,77.0,9,52,16,21,1
0,9.98,Z,126.0,12,69,13,12,11,T,134.0,18,98,24,15,12
1,4.9,P,76.0,1,14,5,4,2,P,85.0,1,18,8,4,3
0,5.27,P,208.0,8,37,7,10,3,Z,168.0,3,22,3,2,8
1,5.67,T,122.0,15,52,12,12,4,T,97.0,4,42,10,10,7
0,7.92,T,132.0,2,54,13,14,12,Z,72.0,0,42,6,14,12
1,4.95,P,102.0,3,31,9,9,4,T,144.0,15,43,7,8,7
1,4.15,P,130.0,1,17,6,7,1,T,94.0,0,19,6,7,1
0,8.08,T,187.0,48,115,16,21,4,Z,144.0,13,58,10,16,9
0,9.23,Z,110.0,1,34,10,7,10,T,76.0,4,49,16,14,3
1,9.97,T,97.0,12,73,12,12,17,Z,121.0,6,67,15,12,16
1,3.82,T,196.0,1,17,4,8,1,Z,126.0,1,17,3,9,4
0,10.92,T,97.0,17,71,12,12,10,T,149.0,5,82,20,12,10
0,3.32,Z,186.0,2,12,3,2,4,T,146.0,0,14,4,8,1
1,7.68,T,155.0,20,79,13,15,6,T,153.0,26,76,12,14,8
1,6.52,T,49.0,1,20,7,3,8,T,106.0,2,35,11,8,8
0,4.43,T,161.0,5,31,7,10,1,Z,101.0,0,20,5,10,2
1,9.98,T,184.0,6,102,21,20,14,P,145.0,0,55,17,19,6
1,9.98,P,99.0,1,27,9,6,5,Z,96.0,2,44,9,15,3
1,3.2,T,116.0,3,19,3,6,1,Z,120.0,0,17,4,7,4
0,10.1,P,65.0,4,41,18,7,5,P,100.0,0,24,18,4,2
0,4.9,P,158.0,2,23,5,11,1,Z,83.0,6,30,4,9,6
1,6.55,P,65.0,0,24,10,6,4,P,82.0,1,28,12,6,6
0,2.82,P,80.0,0,8,5,3,0,T,89.0,0,7,4,3,0
1,8.82,Z,215.0,23,85,7,25,17,P,158.0,10,83,20,26,4
1,10.57,T,144.0,19,106,16,18,11,Z,167.0,12,95,13,27,19
1,6.4,Z,62.0,4,32,5,9,8,Z,150.0,0,27,5,5,11
0,9.98,P,89.0,0,58,16,19,10,P,74.0,0,38,17,10,5
0,9.98,P,110.0,9,58,13,16,7,P,107.0,6,49,12,13,8
0,9.97,Z,119.0,4,65,9,15,14,P,55.0,11,43,9,5,4
1,9.72,Z,83.0,2,51,10,10,12,T,73.0,3,56,19,14,6
1,9.98,Z,156.0,2,55,15,12,12,T,94.0,1,65,19,15,10
0,9.98,P,155.0,4,71,20,22,14,P,137.0,5,70,17,19,11
0,9.95,Z,116.0,3,53,8,14,9,T,60.0,3,49,14,8,6
1,9.98,P,84.0,1,42,12,13,4,P,78.0,0,47,16,21,4
0,9.52,P,55.0,17,40,6,7,3,P,81.0,6,51,13,13,9
1,6.07,P,95.0,0,17,6,8,1,T,79.0,0,29,11,5,5
0,6.77,T,179.0,7,54,17,13,4,P,71.0,5,28,11,5,2
1,9.45,T,101.0,2,61,15,9,12,P,153.0,6,54,16,16,5
1,6.4,Z,82.0,0,24,5,7,10,T,57.0,0,36,11,9,7
0,9.23,Z,136.0,2,54,10,16,8,P,137.0,7,56,18,14,4
0,1.98,T,124.0,0,8,2,6,0,Z,94.0,0,11,3,6,0
1,9.98,P,140.0,3,64,16,23,8,T,101.0,3,90,25,28,14
0,8.17,T,76.0,4,60,9,11,9,T,104.0,9,57,11,12,6
1,4.47,Z,82.0,4,30,7,8,7,Z,94.0,9,29,3,5,9
1,9.98,Z,102.0,0,65,18,13,12,P,85.0,1,52,14,17,9
0,9.98,Z,113.0,5,40,5,11,10,P,135.0,9,65,25,11,2
0,6.73,P,65.0,0,33,10,13,6,T,57.0,2,36,11,9,6
0,9.97,P,124.0,0,62,20,23,7,Z,176.0,7,96,12,23,21
1,4.13,T,76.0,2,19,4,5,3,P,128.0,0,23,9,9,3
0,6.53,Z,79.0,0,22,4,12,4,P,71.0,2,29,7,9,5
1,10.15,P,87.0,3,71,16,25,8,Z,131.0,10,69,10,16,14
0,9.98,T,99.0,9,80,17,17,8,Z,210.0,13,67,14,21,10
0,6.1,T,63.0,0,25,13,6,2,Z,111.0,0,26,2,3,15
0,0.77,Z,95.0,0,1,0,0,1,P,14.0,0,1,0,1,0
0,5.37,T,115.0,8,38,11,7,4,T,137.0,7,40,9,14,4
0,9.98,Z,163.0,8,64,9,14,14,T,107.0,27,106,20,19,12
1,6.4,T,97.0,0,32,7,12,8,T,64.0,1,29,8,9,8
0,4.77,T,95.0,5,31,6,9,5,T,190.0,9,33,8,6,6
0,2.18,T,153.0,0,9,1,5,1,T,146.0,0,9,3,4,1
1,8.88,Z,73.0,2,42,8,12,6,T,200.0,6,65,23,12,11
1,9.98,T,74.0,12,60,16,8,12,P,79.0,3,56,19,18,7
1,8.4,P,148.0,6,53,8,23,8,T,183.0,11,66,18,12,12
1,10.05,Z,93.0,1,40,13,9,7,T,98.0,6,59,16,17,4
0,7.37,P,137.0,16,63,12,16,2,Z,162.0,13,54,5,6,15
1,5.68,Z,109.0,2,29,3,7,15,P,109.0,1,27,8,15,2
0,5.18,Z,77.0,1,27,4,9,10,P,77.0,3,24,8,9,2
0,9.97,T,191.0,2,75,19,23,10,P,94.0,14,89,25,21,10
0,5.62,Z,90.0,3,21,4,6,3,P,81.0,1,23,7,11,2
1,9.98,P,89.0,15,81,21,26,8,Z,75.0,12,99,20,25,23
0,9.98,Z,174.0,19,100,12,24,16,P,88.0,17,73,16,19,3
1,10.8,P,80.0,16,58,9,9,5,P,84.0,2,36,12,9,5
0,9.97,Z,78.0,0,37,6,11,6,T,85.0,0,41,17,8,7
0,8.92,Z,103.0,5,40,6,11,9,P,93.0,8,60,24,16,4
0,2.9,T,193.0,0,12,3,6,1,T,177.0,0,14,6,3,3
1,9.98,P,102.0,8,63,21,16,8,T,127.0,7,62,23,11,11
1,1.28,P,70.0,0,4,1,3,0,P,104.0,0,7,4,3,0
0,7.77,P,177.0,29,87,11,13,7,P,197.0,52,91,12,8,4
0,1.55,P,99.0,0,6,2,4,0,T,65.0,0,10,2,6,0
1,9.98,P,80.0,13,89,24,21,4,Z,126.0,20,104,16,22,23
0,9.98,Z,65.0,4,45,7,9,16,T,36.0,4,43,11,8,11
1,9.98,P,50.0,11,60,21,11,5,Z,98.0,11,57,7,13,7
1,6.88,P,119.0,0,47,13,19,3,T,124.0,1,47,12,13,9
1,9.95,P,80.0,6,54,22,12,4,Z,112.0,7,59,13,12,14
1,7.25,Z,125.0,2,35,6,14,9,P,82.0,5,33,11,6,5
1,1.33,T,33.0,0,3,2,0,0,P,78.0,0,5,1,4,0
0,9.98,Z,87.0,7,69,7,16,21,T,133.0,27,113,21,15,13
0,6.92,P,111.0,16,57,11,21,4,T,113.0,13,69,14,12,12
1,7.78,Z,153.0,20,63,7,15,7,T,193.0,35,95,17,17,1
1,9.62,Z,104.0,4,50,6,15,13,T,108.0,8,63,16,11,5
1,7.25,P,106.0,4,47,17,12,4,Z,90.0,3,38,5,12,11
0,9.3,T,164.0,8,77,17,21,9,Z,133.0,13,53,6,6,17
1,9.98,Z,96.0,2,42,7,10,11,Z,121.0,10,77,12,15,12
0,9.05,Z,137.0,3,52,7,19,10,T,180.0,12,91,17,27,16
0,7.23,T,100.0,2,56,13,10,1,T,44.0,1,28,10,5,5
0,5.43,P,152.0,5,32,9,11,3,T,169.0,7,38,7,13,6
1,3.78,P,123.0,0,15,7,7,1,P,154.0,1,18,4,10,1
1,3.95,T,132.0,4,22,5,8,2,Z,73.0,1,17,2,7,5
0,9.98,T,132.0,15,81,14,14,11,T,95.0,12,61,10,12,12
1,9.93,P,77.0,4,46,10,14,8,Z,95.0,13,75,7,17,25
1,4.12,Z,156.0,2,21,3,7,7,T,142.0,0,28,8,8,2
1,9.47,Z,56.0,3,37,11,6,8,P,104.0,2,39,14,13,5
0,9.97,Z,68.0,3,56,10,14,12,T,69.0,11,48,9,12,10
0,6.53,Z,67.0,0,36,7,9,14,P,44.0,0,9,6,2,1
1,4.18,Z,74.0,2,15,1,4,8,T,231.0,3,27,10,6,3
1,9.98,Z,81.0,20,72,4,10,17,Z,102.0,15,54,6,12,12
0,10.6,T,151.0,9,122,23,26,13,T,139.0,16,75,19,17,6
0,0.82,P,82.0,0,3,0,3,0,P,17.0,0,1,0,0,0
0,9.98,T,71.0,8,56,11,6,5,P,94.0,14,42,10,6,6
0,5.97,P,91.0,2,42,9,15,6,T,208.0,8,54,7,16,4
1,8.17,Z,118.0,9,43,5,7,14,P,94.0,8,45,11,8,12
1,9.98,T,207.0,29,124,17,29,12,P,212.0,18,99,16,25,11
1,8.07,P,86.0,13,45,10,11,4,T,67.0,2,50,13,11,9
1,5.23,Z,57.0,6,28,6,7,6,Z,115.0,0,18,3,4,9
0,7.27,Z,80.0,0,34,4,12,5,T,100.0,0,27,7,7,7
0,9.98,Z,83.0,3,68,15,20,15,P,71.0,6,58,18,10,6
1,7.48,Z,192.0,12,58,3,15,17,Z,168.0,22,63,5,11,15
0,5.68,P,92.0,6,24,7,4,5,T,107.0,19,39,4,4,8
